"SÜRE","TEDARİKÇİ","NO","KARIŞIM ORANI","EN","PARÇA GRAMAJ","PARÇA NEMİ (%)","ISI ÇEKME EN","ISI ÇEKME BOY","GENEL EN","GENEL  BOY","ORTAM SICAKLIK","ORTAM NEM","ZAMAN"
"2 saat sonra ","GÖK","30/1","95%","184","181","5","50","49.5","49.8","49.8","21.7","46.5","17-10-22/11:01:26 "
"4 saat sonra ","GÖK","30/1","95%","184.2","186","7","49.9","50","49.6","49.7","22.1","44.6","17-10-22/13:01:26 "
"6 saat sonra ","GÖK","30/1","95%","184.5","189","7","49.6","50","49.5","49.5","24.5","41.2","17-10-22/15:01:26 "
"8 saat sonra ","GÖK","30/1","95%","184.5","188","7","49.6","50.1","49.5","49.5","24.7","39.8","17-10-22/17:02:16 "
"24 saat sonra ","GÖK","30/1","95%","185.3","192","3","49.3","50.1","49.8","49.4","22.2","48.8","18-10-22/09:02:16 "
"26 saat sonra ","GÖK","30/1","95%","185.1","194","3","49.7","50.2","49.8","49.4","22.2","48.5","18-10-22/11:02:16 "
"28 saat sonra ","GÖK","30/1","95%","184.9","197","5","49.8","50.3","49.8","49.3","22.8","46.0","18-10-22/13:02:16 "
"30 saat sonra ","GÖK","30/1","95%","184.7","202","5","49.6","50.3","49.7","49.3","23.5","44.8","18-10-22/15:02:16 "
"32 saat sonra ","GÖK","30/1","95%","184.6","198","5","50","50","49.7","49.3","24.0","43.6","18-10-22/17:02:16 "
"48 saat sonra ","GÖK","30/1","95%","184","190","7","49.5","50.2","49.5","49.2","22.9","48.0","19-10-22/09:02:16 "
"50 saat sonra ","GÖK","30/1","95%","184.5","193","8","49.2","49.9","49.5","49","23.3","46.2","19-10-22/11:02:16 "
"52 saat sonra ","GÖK","30/1","95%","184.5","202","8","49.1","50.5","49.5","48.9","22.8","50.0","19-10-22/13:02:16 "
"54 saat sonra ","GÖK","30/1","95%","185","187","8","49.8","50","49.6","48.9","22.9","48.4","19-10-22/15:02:16 "
"56 saat sonra ","GÖK","30/1","95%","185.1","198","9","50","50","49.9","48.9","23.4","49.2","19-10-22/17:02:16 "
"72 saat sonra ","GÖK","30/1","95%","185","198","9","49.5","49.5","49.9","49","22.3","52.3","20-10-22/09:02:16 "
"Başlangıç","GÖK","30/1","95%","188.8","179","24","49.5","49.2","50","50","21.0","44.3","24-10-22/09:00:10 "
"2 saat sonra ","GÖK","30/1","95%","188.6","178","19","49.6","49.6","50","49.8","21.1","44.7","24-10-22/11:00:10 "
"4 saat sonra ","GÖK","30/1","95%","188.5","172","15","50","49.5","50","49.7","22.0","38.3","24-10-22/13:00:10 "
"6 saat sonra ","GÖK","30/1","95%","188.5","180","15","50.1","49.4","50","49.7","22.9","34.5","24-10-22/15:00:10 "
"8 saat sonra ","GÖK","30/1","95%","188.5","179","14","49.7","49.5","50","49.6","23.3","35.4","24-10-22/17:00:10 "
"24 saat sonra ","GÖK","30/1","95%","188.5","178","11","50.2","49.5","50","49.5","21.5","38.5","25-10-22/09:00:10 "
"26 saat sonra ","GÖK","30/1","95%","188.5","179","10","50.2","49.7","50","49.4","22.2","35.1","25-10-22/11:00:10 "
"28 saat sonra ","GÖK","30/1","95%","188.5","180","10","49.9","49.4","50","49.4","22.2","34.3","25-10-22/13:00:10 "
"30 saat sonra ","GÖK","30/1","95%","188.5","182","10","50.1","49.6","50","49.4","22.9","28.3","25-10-22/15:00:10 "
"32 saat sonra ","GÖK","30/1","95%","188.5","185","10","50.1","49.5","50","49.4","23.4","30.7","25-10-22/17:00:10 "
"48 saat sonra ","GÖK","30/1","95%","188.5","177","10","50.2","49.5","50","49.4","21.8","37.3","26-10-22/09:00:10 "
"50 saat sonra ","GÖK","30/1","95%","188.5","177","10","50","49.7","50","49.4","22.6","38.8","26-10-22/11:00:10 "
"52 saat sonra ","GÖK","30/1","95%","188.5","179","10","49.8","49.5","50","49.4","22.6","32.7","26-10-22/13:00:10 "
"54 saat sonra ","GÖK","30/1","95%","188.5","179","10","50.1","49.6","50","49.4","23.5","29.4","26-10-22/15:00:10 "
"56 saat sonra ","GÖK","30/1","95%","188.5","177","10","50.2","49.5","50","49.4","23.8","30.2","26-10-22/17:00:10 "
"72 saat sonra ","GÖK","30/1","95%","188.5","180","10","50","49.6","50","49.4","22.8","44.0","27-10-22/09:00:10 "
"Başlangıç","GÖK","30/1","95%","186.3","187","6","50.1","49.4","50","50","21.5","49.8","07-11-22/09:00:03 "
"2 saat sonra ","GÖK","30/1","95%","186.4","189","4","50.1","49","50","50","22.0","46.8","07-11-22/11:00:03 "
"4 saat sonra ","GÖK","30/1","95%","186.5","189","4","50","49.4","50.1","49.9","21.3","45.6","07-11-22/13:00:03 "
"6 saat sonra ","GÖK","30/1","95%","186.5","187","4","50.1","49.6","50.1","49.9","21.6","47.2","07-11-22/15:00:03 "
"8 saat sonra ","GÖK","30/1","95%","186.5","194","4","49.5","50","50.1","49.9","22.6","45.6","07-11-22/17:00:03 "
"24 saat sonra ","GÖK","30/1","95%","186.7","187","3","50","49.7","50.4","49.7","21.2","44.3","08-11-22/09:00:03 "
"26 saat sonra ","GÖK","30/1","95%","186.7","188","3","50","49.4","50.4","49.7","20.9","44.0","08-11-22/11:00:03 "
"28 saat sonra ","GÖK","30/1","95%","186.7","191","3","50","49.7","50.4","49.7","20.4","42.0","08-11-22/13:00:03 "
"30 saat sonra ","GÖK","30/1","95%","186.8","188","3","50","49.4","50.4","49.7","21.4","35.5","08-11-22/15:00:03 "
"32 saat sonra ","GÖK","30/1","95%","186.8","190","3","50.1","49.6","50.4","49.7","21.3","31.6","08-11-22/17:00:03 "
"48 saat sonra ","GÖK","30/1","95%","186.9","189","3","50.2","49.7","50.6","49.2","21.2","31.4","09-11-22/09:00:03 "
"50 saat sonra ","GÖK","30/1","95%","186.9","187","3","50.1","49.7","50.6","49.1","21.0","33.1","09-11-22/11:00:03 "
"52 saat sonra ","GÖK","30/1","95%","186.9","187","3","49.9","49.4","50.6","49.1","20.8","31.3","09-11-22/13:00:03 "
"54 saat sonra ","GÖK","30/1","95%","186.9","188","3","49.5","49.7","50.6","49.1","21.7","30.0","09-11-22/15:00:03 "
"56 saat sonra ","GÖK","30/1","95%","186.9","196","3","50.1","49.8","50.6","49.1","21.8","32.5","09-11-22/17:00:03 "
"72 saat sonra ","GÖK","30/1","95%","186.9","188","3","50.5","49.5","50.8","48.8","19.9","34.8","10-11-22/09:00:03 "
"Başlangıç","GÖK","30/1","95%","189.5","196","1","49.8","49.5","50","50","14.7","60.3","14-11-22/09:00:51 "
"2 saat sonra ","GÖK","30/1","95%","189.6","196","4","50.1","49.5","50","49.8","21.4","40.8","14-11-22/11:00:51 "
"4 saat sonra ","GÖK","30/1","95%","189.7","193","5","50","49.6","50","49.7","20.7","42.2","14-11-22/13:00:51 "
"6 saat sonra ","GÖK","30/1","95%","189.7","193","5","50.1","49.7","50","49.7","22.0","36.8","14-11-22/15:00:51 "
"8 saat sonra ","GÖK","30/1","95%","189.6","194","6","50.2","49.9","50","49.7","20.7","41.3","14-11-22/17:00:51 "
"24 saat sonra ","GÖK","30/1","95%","189.4","197","9","50","49.6","50.2","49.4","20.4","33.9","15-11-22/09:00:51 "
"26 saat sonra ","GÖK","30/1","95%","189.4","194","9","50","49.8","50.2","49.4","19.9","39.1","15-11-22/11:00:51 "
"28 saat sonra ","GÖK","30/1","95%","189.4","198","9","50.1","49.7","50.2","49.3","19.5","42.3","15-11-22/13:00:51 "
"30 saat sonra ","GÖK","30/1","95%","189.3","196","10","50.2","49.6","50.2","49.8","20.5","39.7","15-11-22/15:00:51 "
"32 saat sonra ","GÖK","30/1","95%","189.3","194","10","49.8","49.5","50.2","49.3","20.5","39.1","15-11-22/17:00:51 "
"48 saat sonra ","GÖK","30/1","95%","189","194","13","49.9","49.6","50.2","49.1","20.5","36.0","16-11-22/09:00:51 "
"50 saat sonra ","GÖK","30/1","95%","189","191","13","50","49.7","50.2","48.9","20.7","38.7","16-11-22/11:00:51 "
"52 saat sonra ","GÖK","30/1","95%","189","201","14","50.1","49.3","50.2","48.8","19.3","43.2","16-11-22/13:00:51 "
"54 saat sonra ","GÖK","30/1","95%","189","197","14","50.1","49.8","50.2","48.7","20.0","44.2","16-11-22/15:00:51 "
"56 saat sonra ","GÖK","30/1","95%","189","195","15","50.1","49.6","50.2","48.7","21.1","40.7","16-11-22/17:00:51 "
"72 saat sonra ","GÖK","30/1","95%","188.9","195","17","50","49.7","50.3","48.6","21.4","41.7","17-11-22/09:00:51 "
"Başlangıç","GÖK","30/1","95%","186.8","212","7","49.6","49.8","50","50","22.2","47.4","22-11-22/09:00:51 "
"2 saat sonra ","GÖK","30/1","95%","186.7","215","7","49.5","50","50","50","22.6","48.9","22-11-22/11:00:51 "
"4 saat sonra ","GÖK","30/1","95%","186.7","218","7","49.5","49.9","50","49.9","22.9","46.4","22-11-22/13:00:51 "
"6 saat sonra ","GÖK","30/1","95%","186.7","215","7","49.4","50","50","49.7","23.3","44.1","22-11-22/15:00:51 "
"8 saat sonra ","GÖK","30/1","95%","186.8","215","7","49.6","49.9","50","49.7","23.3","40.0","22-11-22/17:00:51 "
"24 saat sonra ","GÖK","30/1","95%","186.6","214","8","49.5","49.8","50.2","49.5","22.4","42.0","23-11-22/09:00:51 "
"26 saat sonra ","GÖK","30/1","95%","186.6","212","8","49.7","49.8","50.2","49.5","22.9","46.0","23-11-22/11:00:51 "
"28 saat sonra ","GÖK","30/1","95%","186.6","214","9","49.6","49.9","50.2","49.5","21.6","55.5","23-11-22/13:00:51 "
"30 saat sonra ","GÖK","30/1","95%","186.5","216","9","49.5","50","50.2","49.5","22.7","50.7","23-11-22/15:00:51 "
"32 saat sonra ","GÖK","30/1","95%","186.5","213","9","49.4","49.9","50.2","49.5","22.9","56.3","23-11-22/17:00:51 "
"48 saat sonra ","GÖK","30/1","95%","186.3","214","9","49.5","50","50.2","49.5","22.7","48.8","24-11-22/09:00:51 "
"50 saat sonra ","GÖK","30/1","95%","186.3","210","9","49.6","49.9","50.2","49.4","22.8","49.4","24-11-22/11:00:51 "
"52 saat sonra ","GÖK","30/1","95%","186.2","211","9","49.7","49.9","50.2","49.4","22.8","48.4","24-11-22/13:00:51 "
"54 saat sonra ","GÖK","30/1","95%","186.2","215","9","49.5","49.8","50.1","49.4","22.9","49.3","24-11-22/15:00:51 "
"56 saat sonra ","GÖK","30/1","95%","186.2","216","9","49.5","50","50.1","49.4","22.9","49.4","24-11-22/17:00:51 "
"72 saat sonra ","GÖK","30/1","95%","186.1","211","9","49.5","50","50.3","49.3","21.0","48.5","25-11-22/09:00:51 "
"Başlangıç","RA","30/1","95%","181.8","188","4","49.8","49.4","50","50","19.5","45.4","28-11-22/09:00:13 "
"2 saat sonra ","RA","30/1","95%","181.9","187","4","49.7","49.5","50.1","49.9","19.6","47.3","28-11-22/11:00:13 "
"4 saat sonra ","RA","30/1","95%","182","188","5","49.6","49.4","50.1","49.8","22.2","46.5","28-11-22/13:00:13 "
"6 saat sonra ","RA","30/1","95%","182","188","5","49.5","49.2","50.1","49.8","19.9","52.6","28-11-22/15:00:13 "
"8 saat sonra ","RA","30/1","95%","181.9","192","5","49.5","49.3","50.1","49.7","19.9","52.7","28-11-22/17:00:13 "
"24 saat sonra ","RA","30/1","95%","181.9","187","6","49.7","49.5","50.1","49.5","19.4","52.7","29-11-22/09:00:13 "
"26 saat sonra ","RA","30/1","95%","181.9","189","6","49.9","49.6","50.2","49.5","19.4","55.3","29-11-22/11:00:13 "
"28 saat sonra ","RA","30/1","95%","181.8","189","6","49.5","49.1","50.2","49.4","18.8","53.1","29-11-22/13:00:13 "
"30 saat sonra ","RA","30/1","95%","181.8","191","6","49.8","49.4","50.3","49.4","19.5","50.3","29-11-22/15:00:13 "
"32 saat sonra ","RA","30/1","95%","181.8","191","6","49.6","49.3","50.3","49.4","19.2","52.3","29-11-22/17:00:13 "
"48 saat sonra ","RA","30/1","95%","181.5","191","6","49.7","49.2","50.3","49.2","18.6","50.2","30-11-22/09:00:13 "
"50 saat sonra ","RA","30/1","95%","181.5","189","6","49.8","49.6","50.3","49.2","19.3","52.3","30-11-22/11:00:13 "
"52 saat sonra ","RA","30/1","95%","181.5","191","6","49.6","49.4","50.3","49.2","20.3","52.8","30-11-22/13:00:13 "
"54 saat sonra ","RA","30/1","95%","181.4","188","6","49.9","49.3","50.3","49.2","20.0","55.1","30-11-22/15:00:13 "
"56 saat sonra ","RA","30/1","95%","181.4","190","6","49.8","49.2","50.3","49.2","20.5","54.8","30-11-22/17:00:13 "
"72 saat sonra ","RA","30/1","95%","181.2","192","6","49.6","49.4","50.3","49.2","20.2","54.1","01-12-22/09:00:13 "
"Başlangıç","GÖK","30/1","95%","186.5","184","15","50","49.4","50","50","18.8","44.6","05-12-22/09:00:13 "
"2 saat sonra ","GÖK","30/1","95%","186.6","182","20","50.1","50.1","50","49.5","18.9","47.5","05-12-22/11:00:13 "
"4 saat sonra ","GÖK","30/1","95%","186.6","187","21","50.3","49.5","50","49.4","18.9","49.1","05-12-22/13:00:13 "
"6 saat sonra ","GÖK","30/1","95%","186.6","187","21","50.2","49.6","50","49.3","19.2","47.8","05-12-22/15:00:13 "
"8 saat sonra ","GÖK","30/1","95%","186.7","188","21","50.1","49.7","50","49.1","17.0","56.6","05-12-22/17:00:13 "
"24 saat sonra ","GÖK","30/1","95%","186.9","193","23","50.2","49.3","50","48.8","19.3","47.4","06-12-22/09:00:13 "
"26 saat sonra ","GÖK","30/1","95%","186.9","187","24","50.4","49.2","50","48.8","19.2","47.1","06-12-22/11:00:13 "
"28 saat sonra ","GÖK","30/1","95%","186.9","191","24","49.9","49.1","50","48.8","19.0","46.7","06-12-22/13:00:13 "
"30 saat sonra ","GÖK","30/1","95%","186.9","189","24","50","50.2","50","48.8","19.3","45.4","06-12-22/15:00:13 "
"32 saat sonra ","GÖK","30/1","95%","186.9","190","24","50.1","49.5","50","48.7","19.2","45.9","06-12-22/17:00:13 "
"48 saat sonra ","GÖK","30/1","95%","186.9","192","27","50","50.1","50","48.5","18.8","39.8","07-12-22/09:00:13 "
"50 saat sonra ","GÖK","30/1","95%","186.9","190","27","50.3","50.1","49.9","48.5","18.7","42.8","07-12-22/11:00:13 "
"52 saat sonra ","GÖK","30/1","95%","186.9","191","27","50.3","49.6","50","48.5","18.8","43.9","07-12-22/13:00:13 "
"54 saat sonra ","GÖK","30/1","95%","186.9","193","27","50.2","50.1","50","48.5","18.9","44.3","07-12-22/15:00:13 "
"56 saat sonra ","GÖK","30/1","95%","186.9","184","27","50.3","49.4","50","48.5","19.1","44.4","07-12-22/17:00:13 "
"72 saat sonra ","GÖK","30/1","95%","187","190","29","50","49.4","50","48.4","15.3","54.3","08-12-22/09:00:13 "
"Başlangıç","GÖK","30/1","95%","183.5","178","4","49.9","49.9","50","50","19.9","59.8","12-12-22/09:00:13 "
"2 saat sonra ","GÖK","30/1","95%","183.8","179","9","50","49.6","50.1","49.9","20.0","62.0","12-12-22/11:00:13 "
"4 saat sonra ","GÖK","30/1","95%","184","180","10","50","49.8","50.1","49.8","20.2","61.4","12-12-22/13:00:13 "
"6 saat sonra ","GÖK","30/1","95%","184","181","12","49.9","49.8","50","49.8","20.8","57.4","12-12-22/15:00:13 "
"8 saat sonra ","GÖK","30/1","95%","184","181","13","50","49.7","50","49.8","20.9","70.0","12-12-22/17:00:13 "
"24 saat sonra ","GÖK","30/1","95%","184.5","181","14","50","49.8","50","49.7","20.9","56.8","13-12-22/09:00:13 "
"26 saat sonra ","GÖK","30/1","95%","184.5","182","14","49.9","49.7","50.1","49.6","20.9","59.6","13-12-22/11:00:13 "
"28 saat sonra ","GÖK","30/1","95%","184.6","183","14","50","49.5","50","49.6","20.9","62.2","13-12-22/13:00:13 "
"30 saat sonra ","GÖK","30/1","95%","184.7","184","14","49.9","49.6","50","49.6","21.4","62.5","13-12-22/15:00:13 "
"32 saat sonra ","GÖK","30/1","95%","184.8","184","15","50","49.6","50","49.6","21.6","63.1","13-12-22/17:00:13 "
"48 saat sonra ","GÖK","30/1","95%","185","184","18","49.9","49.7","50","49.6","19.9","50.5","14-12-22/09:00:13 "
"50 saat sonra ","GÖK","30/1","95%","185","184","18","49.8","49.5","50","49.6","20.4","48.6","14-12-22/11:00:13 "
"52 saat sonra ","GÖK","30/1","95%","185.1","184","18","49.9","49.6","50","49.6","19.9","51.5","14-12-22/13:00:13 "
"54 saat sonra ","GÖK","30/1","95%","185.1","185","18","49.8","49.5","50","49.6","20.6","52.8","14-12-22/15:00:13 "
"56 saat sonra ","GÖK","30/1","95%","185.2","187","18","49.7","49.4","50","49.6","20.6","55.8","14-12-22/17:00:13 "
"72 saat sonra ","GÖK","30/1","95%","185.2","187","18","49.6","49.4","50","49.6","20.4","55.7","15-12-22/09:00:13 "
"Başlangıç","GÖK","30/1","95%","189","179","3","49.7","49.5","50","50","17.7","28.3","09-01-23/09:00:15 "
"2 saat sonra ","GÖK","30/1","95%","189.1","182","3","49.4","49.4","50.1","50","18.2","31.3","09-01-23/11:00:15 "
"4 saat sonra ","GÖK","30/1","95%","189.1","184","3","49.5","49.4","50.1","50","18.5","32.6","09-01-23/13:00:15 "
"6 saat sonra ","GÖK","30/1","95%","189.1","184","2","49.6","49.4","50.1","49.9","20.0","30.3","09-01-23/15:00:15 "
"8 saat sonra ","GÖK","30/1","95%","189","185","2","49.4","49.2","50.1","49.9","20.0","31.4","09-01-23/17:00:15 "
"24 saat sonra ","GÖK","30/1","95%","189","185","2","49.3","49.2","50.1","49.8","16.7","41.5","10-01-23/09:00:15 "
"26 saat sonra ","GÖK","30/1","95%","189","185","2","49.6","49.4","50.2","49.7","16.7","45.1","10-01-23/11:00:15 "
"28 saat sonra ","GÖK","30/1","95%","189","186","2","49.7","49.5","50.2","49.7","17.3","46.1","10-01-23/13:00:15 "
"30 saat sonra ","GÖK","30/1","95%","189","186","2","49.6","49.4","50.2","49.7","25.7","33.0","10-01-23/15:00:15 "
"32 saat sonra ","GÖK","30/1","95%","189","187","2","49.7","49.5","50.2","49.7","19.0","51.2","10-01-23/17:00:15 "
"48 saat sonra ","GÖK","30/1","95%","188.9","188","2","49.8","49.4","50.2","49.7","17.5","57.3","11-01-23/09:00:15 "
"50 saat sonra ","GÖK","30/1","95%","188.9","188","2","49.5","49.4","50.2","49.7","17.2","57.9","11-01-23/11:00:15 "
"52 saat sonra ","GÖK","30/1","95%","188.9","189","2","49.6","49.4","50.2","49.7","17.9","55.9","11-01-23/13:00:15 "
"54 saat sonra ","GÖK","30/1","95%","188.9","190","2","49.4","49.4","50.3","49.7","20.0","48.2","11-01-23/15:00:15 "
"56 saat sonra ","GÖK","30/1","95%","188.9","191","2","49.4","49.4","50.3","49.7","20.5","45.8","11-01-23/17:00:15 "
"72 saat sonra ","GÖK","30/1","95%","188.9","192","2","49.6","49.4","50.3","49.7","20.0","37.9","12-01-23/09:00:15 "
"Başlangıç","GÖK","30/1","95%","184.8","175","4","49.8","50","50","50","17.4","45.6","23-01-23/09:00:15 "
"2 saat sonra ","GÖK","30/1","95%","184.9","175","4","49.8","50.1","50.1","49.9","17.9","50.3","23-01-23/11:00:15 "
"4 saat sonra ","GÖK","30/1","95%","185.1","176","5","49.7","50.1","50.1","49.9","16.1","58.1","23-01-23/13:00:15 "
"6 saat sonra ","GÖK","30/1","95%","185.1","176","5","49.8","50","50.1","49.9","19.6","47.3","23-01-23/15:00:15 "
"8 saat sonra ","GÖK","30/1","95%","185.1","177","5","49.9","50.1","50.1","49.9","19.3","43.8","23-01-23/17:00:15 "
"24 saat sonra ","GÖK","30/1","95%","185.3","177","6","49.6","50.2","50.1","49.8","19.6","37.3","24-01-23/09:00:15 "
"26 saat sonra ","GÖK","30/1","95%","185.3","178","6","49.5","49.9","50.1","49.8","19.0","42.2","24-01-23/11:00:15 "
"28 saat sonra ","GÖK","30/1","95%","185.4","179","6","49.7","50.1","50.1","49.8","18.8","43.8","24-01-23/13:00:15 "
"30 saat sonra ","GÖK","30/1","95%","185.5","179","6","49.9","50.1","50.1","49.8","19.6","44.8","24-01-23/15:00:15 "
"32 saat sonra ","GÖK","30/1","95%","185.6","180","6","49.5","50","50.1","49.8","19.4","43.3","24-01-23/17:00:15 "
"48 saat sonra ","GÖK","30/1","95%","185.9","180","6","49.4","50","50.1","49.8","19.4","36.5","25-01-23/09:00:15 "
"50 saat sonra ","GÖK","30/1","95%","186","181","6","49.3","49.8","50.1","49.8","19.2","37.5","25-01-23/11:00:15 "
"52 saat sonra ","GÖK","30/1","95%","186","181","6","49.5","50.2","50.1","49.8","19.2","36.8","25-01-23/13:00:15 "
"54 saat sonra ","GÖK","30/1","95%","186","182","6","49.7","50","50.1","49.8","19.9","36.3","25-01-23/15:00:15 "
"56 saat sonra ","GÖK","30/1","95%","186","182","6","49.5","50.1","50.1","49.8","18.8","38.6","25-01-23/17:00:15 "
"72 saat sonra ","GÖK","30/1","95%","186","183","6","49.8","49.8","50.1","49.8","20.0","37.0","26-01-23/09:00:15 "
"Başlangıç","GÖK","30/1","95%","185.2","219","","49.5","50","50","50","18.04","40.7","27-02-23/09:00:08 "
"2 saat sonra ","GÖK","30/1","95%","185.3","219","","49.7","50","50","49.9","19.04","40.6","27-02-23/11:00:08 "
"4 saat sonra ","GÖK","30/1","95%","185.3","219","","49.6","49.9","50","49.9","19.06","36.2","27-02-23/13:00:08 "
"6 saat sonra ","GÖK","30/1","95%","185.3","219","","49.5","50","50.1","49.9","19.05","37.6","27-02-23/15:00:08 "
"8 saat sonra ","GÖK","30/1","95%","185.3","220","","49.7","49.8","50.1","49.8","19.7","42.7","27-02-23/17:00:03 "
"24 saat sonra ","GÖK","30/1","95%","185","220","","49.6","50","50.4","49.7","19.2","38.7","28-02-23/09:00:03 "
"26 saat sonra ","GÖK","30/1","95%","185","222","","49.5","49.7","50.1","49.7","19.2","39.7","28-02-23/11:00:03 "
"28 saat sonra ","GÖK","30/1","95%","185","222","","49.5","50","50.1","49.7","19.0","41.8","28-02-23/13:00:03 "
"30 saat sonra ","GÖK","30/1","95%","184.8","223","","49.7","49.9","50.1","49.7","19.2","45.2","28-02-23/15:00:03 "
"32 saat sonra ","GÖK","30/1","95%","184.8","223","","49.7","50","50.1","49.7","19.2","46.0","28-02-23/17:00:03 "
"48 saat sonra ","GÖK","30/1","95%","184.5","223","","49.5","49.8","50.2","49.5","19.4","47.6","01-03-23/09:00:03 "
"50 saat sonra ","GÖK","30/1","95%","184.4","223","","49.7","49.9","50.2","49.5","19.2","49.9","01-03-23/11:00:03 "
"52 saat sonra ","GÖK","30/1","95%","184.4","224","","49.7","49.8","50.2","49.5","19.2","52.0","01-03-23/13:00:03 "
"54 saat sonra ","GÖK","30/1","95%","184.4","225","","49.6","49.9","50.2","49.5","19.3","56.5","01-03-23/15:00:03 "
